BioProject,Run,Trips_id,file_name,study_name,study_srp,study_gse,PMID,organism,transcriptome
PRJNA297288,SRR2536131,899,SRR2536131,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535965,900,SRR2535965,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535964,901,SRR2535964,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535967,902,SRR2535967,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535966,903,SRR2535966,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535961,904,SRR2535961,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535960,905,SRR2535960,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535963,906,SRR2535963,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535962,907,SRR2535962,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536137,908,SRR2536137,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535969,909,SRR2535969,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535968,910,SRR2535968,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535693,911,SRR2535693,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535692,912,SRR2535692,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536134,913,SRR2536134,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535318,914,SRR2535318,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535319,915,SRR2535319,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535312,916,SRR2535312,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535313,917,SRR2535313,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535310,918,SRR2535310,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535311,919,SRR2535311,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535316,920,SRR2535316,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535317,921,SRR2535317,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535314,922,SRR2535314,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535315,923,SRR2535315,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536130,924,SRR2536130,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536138,925,SRR2536138,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535819,926,SRR2535819,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535818,927,SRR2535818,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535709,928,SRR2535709,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535708,929,SRR2535708,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535705,930,SRR2535705,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535704,931,SRR2535704,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535707,932,SRR2535707,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535706,933,SRR2535706,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535701,934,SRR2535701,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535699,935,SRR2535699,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535703,936,SRR2535703,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535702,937,SRR2535702,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535935,938,SRR2535935,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535698,939,SRR2535698,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536133,940,SRR2536133,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536132,941,SRR2536132,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536038,942,SRR2536038,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536039,943,SRR2536039,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535847,944,SRR2535847,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536136,945,SRR2536136,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536135,946,SRR2536135,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536002,947,SRR2536002,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536032,948,SRR2536032,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536033,949,SRR2536033,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536030,950,SRR2536030,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536031,951,SRR2536031,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536036,952,SRR2536036,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536037,953,SRR2536037,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536034,954,SRR2536034,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536035,955,SRR2536035,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535631,956,SRR2535631,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535630,957,SRR2535630,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535633,958,SRR2535633,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535632,959,SRR2535632,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535635,960,SRR2535635,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535634,961,SRR2535634,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535637,962,SRR2535637,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535636,963,SRR2535636,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535639,964,SRR2535639,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535638,965,SRR2535638,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536004,966,SRR2536004,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536073,967,SRR2536073,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536049,968,SRR2536049,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536048,969,SRR2536048,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536047,970,SRR2536047,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536046,971,SRR2536046,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536045,972,SRR2536045,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536044,973,SRR2536044,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536043,974,SRR2536043,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536042,975,SRR2536042,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536041,976,SRR2536041,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536040,977,SRR2536040,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535553,978,SRR2535553,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535998,979,SRR2535998,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535929,980,SRR2535929,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535525,981,SRR2535525,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535524,982,SRR2535524,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535527,983,SRR2535527,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535526,984,SRR2535526,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535521,985,SRR2535521,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535520,986,SRR2535520,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535523,987,SRR2535523,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535522,988,SRR2535522,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535684,989,SRR2535684,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535685,990,SRR2535685,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535686,991,SRR2535686,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535687,992,SRR2535687,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535529,993,SRR2535529,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535528,994,SRR2535528,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535682,995,SRR2535682,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535683,996,SRR2535683,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535928,997,SRR2535928,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535668,998,SRR2535668,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535669,999,SRR2535669,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535663,1000,SRR2535663,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535459,1001,SRR2535459,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535357,1002,SRR2535357,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535354,1003,SRR2535354,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535355,1004,SRR2535355,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535352,1005,SRR2535352,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535353,1006,SRR2535353,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535350,1007,SRR2535350,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535351,1008,SRR2535351,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535451,1009,SRR2535451,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535450,1010,SRR2535450,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535453,1011,SRR2535453,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535452,1012,SRR2535452,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535455,1013,SRR2535455,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535454,1014,SRR2535454,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535457,1015,SRR2535457,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535456,1016,SRR2535456,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535855,1017,SRR2535855,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535854,1018,SRR2535854,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535857,1019,SRR2535857,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535742,1020,SRR2535742,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535851,1021,SRR2535851,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535850,1022,SRR2535850,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535853,1023,SRR2535853,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535852,1024,SRR2535852,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535914,1025,SRR2535914,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535915,1026,SRR2535915,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535916,1027,SRR2535916,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535358,1028,SRR2535358,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535859,1029,SRR2535859,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535858,1030,SRR2535858,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535912,1031,SRR2535912,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535913,1032,SRR2535913,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535808,1033,SRR2535808,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535809,1034,SRR2535809,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535359,1035,SRR2535359,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536076,1036,SRR2536076,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536077,1037,SRR2536077,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536074,1038,SRR2536074,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536075,1039,SRR2536075,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536072,1040,SRR2536072,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535718,1041,SRR2535718,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536070,1042,SRR2536070,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536071,1043,SRR2536071,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535719,1044,SRR2535719,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536078,1045,SRR2536078,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536079,1046,SRR2536079,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535802,1047,SRR2535802,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535679,1048,SRR2535679,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535678,1049,SRR2535678,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535803,1050,SRR2535803,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535675,1051,SRR2535675,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535674,1052,SRR2535674,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535677,1053,SRR2535677,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535676,1054,SRR2535676,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535671,1055,SRR2535671,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535670,1056,SRR2535670,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535673,1057,SRR2535673,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535672,1058,SRR2535672,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535774,1059,SRR2535774,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535775,1060,SRR2535775,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535776,1061,SRR2535776,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535320,1062,SRR2535320,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535770,1063,SRR2535770,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535771,1064,SRR2535771,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535772,1065,SRR2535772,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535773,1066,SRR2535773,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536083,1067,SRR2536083,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535806,1068,SRR2535806,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536081,1069,SRR2536081,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536080,1070,SRR2536080,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535778,1071,SRR2535778,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535779,1072,SRR2535779,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536085,1073,SRR2536085,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535807,1074,SRR2535807,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535710,1075,SRR2535710,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535468,1076,SRR2535468,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535711,1077,SRR2535711,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535469,1078,SRR2535469,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536108,1079,SRR2536108,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536109,1080,SRR2536109,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536092,1081,SRR2536092,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536102,1082,SRR2536102,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536103,1083,SRR2536103,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536100,1084,SRR2536100,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536093,1085,SRR2536093,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536106,1086,SRR2536106,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536107,1087,SRR2536107,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536104,1088,SRR2536104,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2536105,1089,SRR2536105,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535488,1090,SRR2535488,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535489,1091,SRR2535489,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535486,1092,SRR2535486,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535487,1093,SRR2535487,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535484,1094,SRR2535484,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535485,1095,SRR2535485,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535482,1096,SRR2535482,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535483,1097,SRR2535483,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535480,1098,SRR2535480,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535481,1099,SRR2535481,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535833,1100,SRR2535833,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535832,1101,SRR2535832,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535460,1102,SRR2535460,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535831,1103,SRR2535831,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535348,1104,SRR2535348,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535271,1105,SRR2535271,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535270,1106,SRR2535270,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535273,1107,SRR2535273,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535272,1108,SRR2535272,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535275,1109,SRR2535275,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535274,1110,SRR2535274,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535277,1111,SRR2535277,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535276,1112,SRR2535276,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535279,1113,SRR2535279,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535278,1114,SRR2535278,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535836,1115,SRR2535836,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535835,1116,SRR2535835,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535834,1117,SRR2535834,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535930,1118,SRR2535930,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535392,1119,SRR2535392,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535393,1120,SRR2535393,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535390,1121,SRR2535390,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535391,1122,SRR2535391,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535396,1123,SRR2535396,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535397,1124,SRR2535397,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535394,1125,SRR2535394,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535395,1126,SRR2535395,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535398,1127,SRR2535398,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
PRJNA297288,SRR2535399,1128,SRR2535399,Atger15,SRP064304,GSE73554,26554015,mus_musculus,Gencode_M14
