BioProject,Run,Trips_id,file_name,study_name,study_srp,study_gse,PMID,organism,transcriptome
PRJNA232649,SRR1062547,4908,SRR1062547,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062546,4909,SRR1062546,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062545,4910,SRR1062545,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062544,4911,SRR1062544,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062549,4912,SRR1062549,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062548,4913,SRR1062548,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062428,4914,SRR1062428,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062429,4915,SRR1062429,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062570,4916,SRR1062570,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062571,4917,SRR1062571,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062578,4918,SRR1062578,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062567,4919,SRR1062567,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062727,4920,SRR1062727,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062566,4921,SRR1062566,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062725,4922,SRR1062725,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062724,4923,SRR1062724,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062723,4924,SRR1062723,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062722,4925,SRR1062722,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062721,4926,SRR1062721,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062720,4927,SRR1062720,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062729,4928,SRR1062729,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062728,4929,SRR1062728,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062590,4930,SRR1062590,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062591,4931,SRR1062591,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062592,4932,SRR1062592,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062593,4933,SRR1062593,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062594,4934,SRR1062594,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062595,4935,SRR1062595,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062596,4936,SRR1062596,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062597,4937,SRR1062597,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062598,4938,SRR1062598,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062599,4939,SRR1062599,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062611,4940,SRR1062611,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062610,4941,SRR1062610,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062617,4942,SRR1062617,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062616,4943,SRR1062616,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062615,4944,SRR1062615,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062614,4945,SRR1062614,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062200,4946,SRR1062200,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062201,4947,SRR1062201,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062202,4948,SRR1062202,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062203,4949,SRR1062203,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062204,4950,SRR1062204,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062205,4951,SRR1062205,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062206,4952,SRR1062206,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062207,4953,SRR1062207,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062208,4954,SRR1062208,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062209,4955,SRR1062209,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062693,4956,SRR1062693,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062804,4957,SRR1062804,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062509,4958,SRR1062509,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062508,4959,SRR1062508,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062507,4960,SRR1062507,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062506,4961,SRR1062506,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062505,4962,SRR1062505,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062504,4963,SRR1062504,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062503,4964,SRR1062503,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062502,4965,SRR1062502,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062501,4966,SRR1062501,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062500,4967,SRR1062500,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062299,4968,SRR1062299,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062298,4969,SRR1062298,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062297,4970,SRR1062297,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062296,4971,SRR1062296,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062295,4972,SRR1062295,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062294,4973,SRR1062294,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062293,4974,SRR1062293,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062292,4975,SRR1062292,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062291,4976,SRR1062291,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062290,4977,SRR1062290,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062805,4978,SRR1062805,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062699,4979,SRR1062699,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062698,4980,SRR1062698,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062473,4981,SRR1062473,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062472,4982,SRR1062472,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062471,4983,SRR1062471,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062470,4984,SRR1062470,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062477,4985,SRR1062477,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062476,4986,SRR1062476,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062475,4987,SRR1062475,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062474,4988,SRR1062474,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062572,4989,SRR1062572,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062573,4990,SRR1062573,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062479,4991,SRR1062479,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062478,4992,SRR1062478,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062576,4993,SRR1062576,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062577,4994,SRR1062577,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062574,4995,SRR1062574,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062575,4996,SRR1062575,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062579,4997,SRR1062579,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062657,4998,SRR1062657,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062656,4999,SRR1062656,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062655,5000,SRR1062655,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062654,5001,SRR1062654,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062653,5002,SRR1062653,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062652,5003,SRR1062652,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062651,5004,SRR1062651,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062650,5005,SRR1062650,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062716,5006,SRR1062716,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062717,5007,SRR1062717,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062714,5008,SRR1062714,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062715,5009,SRR1062715,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062712,5010,SRR1062712,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062713,5011,SRR1062713,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062659,5012,SRR1062659,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062658,5013,SRR1062658,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062637,5014,SRR1062637,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062636,5015,SRR1062636,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062639,5016,SRR1062639,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062638,5017,SRR1062638,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062668,5018,SRR1062668,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062669,5019,SRR1062669,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062622,5020,SRR1062622,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062623,5021,SRR1062623,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062259,5022,SRR1062259,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062258,5023,SRR1062258,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062626,5024,SRR1062626,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062627,5025,SRR1062627,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062624,5026,SRR1062624,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062625,5027,SRR1062625,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062253,5028,SRR1062253,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062251,5029,SRR1062251,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062250,5030,SRR1062250,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062252,5031,SRR1062252,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062257,5032,SRR1062257,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062256,5033,SRR1062256,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062255,5034,SRR1062255,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062254,5035,SRR1062254,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062785,5036,SRR1062785,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062784,5037,SRR1062784,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062781,5038,SRR1062781,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062660,5039,SRR1062660,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062783,5040,SRR1062783,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062782,5041,SRR1062782,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062661,5042,SRR1062661,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062439,5043,SRR1062439,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062438,5044,SRR1062438,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062437,5045,SRR1062437,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062436,5046,SRR1062436,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062435,5047,SRR1062435,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062434,5048,SRR1062434,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062433,5049,SRR1062433,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062432,5050,SRR1062432,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062431,5051,SRR1062431,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062430,5052,SRR1062430,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062536,5053,SRR1062536,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062537,5054,SRR1062537,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062534,5055,SRR1062534,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062535,5056,SRR1062535,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062532,5057,SRR1062532,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062533,5058,SRR1062533,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062530,5059,SRR1062530,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062531,5060,SRR1062531,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062538,5061,SRR1062538,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062539,5062,SRR1062539,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062718,5063,SRR1062718,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062719,5064,SRR1062719,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062802,5065,SRR1062802,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062803,5066,SRR1062803,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062800,5067,SRR1062800,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062801,5068,SRR1062801,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062806,5069,SRR1062806,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062807,5070,SRR1062807,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062442,5071,SRR1062442,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062443,5072,SRR1062443,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062446,5073,SRR1062446,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062447,5074,SRR1062447,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062444,5075,SRR1062444,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062469,5076,SRR1062469,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062726,5077,SRR1062726,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062461,5078,SRR1062461,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062587,5079,SRR1062587,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062586,5080,SRR1062586,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062585,5081,SRR1062585,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062584,5082,SRR1062584,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062583,5083,SRR1062583,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062582,5084,SRR1062582,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062581,5085,SRR1062581,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062580,5086,SRR1062580,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062666,5087,SRR1062666,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062667,5088,SRR1062667,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062664,5089,SRR1062664,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062665,5090,SRR1062665,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062662,5091,SRR1062662,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062663,5092,SRR1062663,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062589,5093,SRR1062589,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062588,5094,SRR1062588,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062217,5095,SRR1062217,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062216,5096,SRR1062216,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062215,5097,SRR1062215,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062214,5098,SRR1062214,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062213,5099,SRR1062213,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062212,5100,SRR1062212,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062211,5101,SRR1062211,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062210,5102,SRR1062210,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062219,5103,SRR1062219,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062218,5104,SRR1062218,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062558,5105,SRR1062558,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062559,5106,SRR1062559,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062692,5107,SRR1062692,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062550,5108,SRR1062550,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062551,5109,SRR1062551,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062262,5110,SRR1062262,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062263,5111,SRR1062263,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062260,5112,SRR1062260,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062261,5113,SRR1062261,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062266,5114,SRR1062266,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062267,5115,SRR1062267,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062264,5116,SRR1062264,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062265,5117,SRR1062265,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062268,5118,SRR1062268,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062269,5119,SRR1062269,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062468,5120,SRR1062468,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062406,5121,SRR1062406,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062407,5122,SRR1062407,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062404,5123,SRR1062404,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062405,5124,SRR1062405,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062402,5125,SRR1062402,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062403,5126,SRR1062403,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062400,5127,SRR1062400,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062401,5128,SRR1062401,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062561,5129,SRR1062561,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062560,5130,SRR1062560,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062563,5131,SRR1062563,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062565,5132,SRR1062565,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062562,5133,SRR1062562,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062564,5134,SRR1062564,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062408,5135,SRR1062408,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062409,5136,SRR1062409,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062680,5137,SRR1062680,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062681,5138,SRR1062681,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062318,5139,SRR1062318,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062319,5140,SRR1062319,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062312,5141,SRR1062312,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062313,5142,SRR1062313,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062310,5143,SRR1062310,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062311,5144,SRR1062311,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062316,5145,SRR1062316,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062317,5146,SRR1062317,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
PRJNA232649,SRR1062314,5147,SRR1062314,Bazzini14_3,nan,nan,nan,danio_rerio,Ensembl_98
