ribocrypt_id,BioProject,Organism,Run
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073130
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073131
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073132
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073133
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073134
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073135
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073136
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073137
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073138
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073139
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073140
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073141
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073142
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073143
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073144
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073145
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073146
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073147
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073148
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073149
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073150
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073151
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073152
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073153
PRJNA453915,PRJNA453915,Homo sapiens,SRR7073154
PRJNA453686,PRJNA453686,Homo sapiens,SRR7067554
PRJNA453686,PRJNA453686,Homo sapiens,SRR7067555
PRJNA453686,PRJNA453686,Homo sapiens,SRR7067556
PRJNA453686,PRJNA453686,Homo sapiens,SRR7067557
PRJNA453686,PRJNA453686,Homo sapiens,SRR7067558
PRJNA453686,PRJNA453686,Homo sapiens,SRR7067559
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939924
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939926
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939928
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939930
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939932
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939934
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939936
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939938
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939940
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939942
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939944
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939946
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939948
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939950
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939952
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939955
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939957
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939959
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939961
PRJNA448763,PRJNA448763,Homo sapiens,SRR6939963
PRJNA448601,PRJNA448601,Homo sapiens,SRR6932676
PRJNA448601,PRJNA448601,Homo sapiens,SRR6932677
PRJNA448601,PRJNA448601,Homo sapiens,SRR6932678
PRJNA448601,PRJNA448601,Homo sapiens,SRR6932679
PRJNA448601,PRJNA448601,Homo sapiens,SRR6932680
PRJNA448601,PRJNA448601,Homo sapiens,SRR6932681
PRJNA448601,PRJNA448601,Homo sapiens,SRR6932682
PRJNA448601,PRJNA448601,Homo sapiens,SRR6932683
PRJNA445733,PRJNA445733,Homo sapiens,SRR6900519
PRJNA445733,PRJNA445733,Homo sapiens,SRR6900520
PRJNA445733,PRJNA445733,Homo sapiens,SRR6900521
PRJNA445733,PRJNA445733,Homo sapiens,SRR6900522
PRJNA445600,PRJNA445600,Homo sapiens,SRR6893921
PRJNA445600,PRJNA445600,Homo sapiens,SRR6893923
PRJNA439265,PRJNA439265,Homo sapiens,SRR6869751
PRJNA439265,PRJNA439265,Homo sapiens,SRR6869752
PRJNA439265,PRJNA439265,Homo sapiens,SRR6869753
PRJNA439265,PRJNA439265,Homo sapiens,SRR6869754
PRJNA439265,PRJNA439265,Homo sapiens,SRR6869755
PRJNA439265,PRJNA439265,Homo sapiens,SRR6869756
PRJNA439265,PRJNA439265,Homo sapiens,SRR6869757
PRJNA439265,PRJNA439265,Homo sapiens,SRR6869758
PRJNA438445,PRJNA438445,Homo sapiens,SRR6838651
PRJNA430874,PRJNA430874,Homo sapiens,SRR6497056
PRJNA430874,PRJNA430874,Homo sapiens,SRR6497057
PRJNA430874,PRJNA430874,Homo sapiens,SRR6497058
PRJNA430874,PRJNA430874,Homo sapiens,SRR6497059
PRJNA430874,PRJNA430874,Homo sapiens,SRR6497060
PRJNA430874,PRJNA430874,Homo sapiens,SRR6497084
PRJNA420695,PRJNA420695,Homo sapiens,SRR6337303
PRJNA420695,PRJNA420695,Homo sapiens,SRR6337304
PRJNA415390,PRJNA415390,Homo sapiens,SRR6202813
PRJNA415390,PRJNA415390,Homo sapiens,SRR6202814
PRJNA415390,PRJNA415390,Homo sapiens,SRR6202815
PRJNA415390,PRJNA415390,Homo sapiens,SRR6202819
PRJNA415390,PRJNA415390,Homo sapiens,SRR6202820
PRJNA415390,PRJNA415390,Homo sapiens,SRR6202821
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181538
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181539
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181540
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181541
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181542
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181543
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181544
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181545
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181546
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181547
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181548
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181549
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181550
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181551
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181552
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181553
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181554
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181555
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181556
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181557
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181558
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181559
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181560
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181561
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181562
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181563
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181564
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181565
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181566
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181567
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181568
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181569
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181570
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181571
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181572
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181573
PRJNA414611,PRJNA414611,Homo sapiens,SRR6181574
PRJNA413138,PRJNA413138,Homo sapiens,SRR6130308
PRJNA412370,PRJNA412370,Homo sapiens,SRR6107148
PRJNA412370,PRJNA412370,Homo sapiens,SRR6107149
PRJNA412370,PRJNA412370,Homo sapiens,SRR6107150
PRJNA412370,PRJNA412370,Homo sapiens,SRR6107151
PRJNA408071,PRJNA408071,Homo sapiens,SRR6053327
PRJNA408071,PRJNA408071,Homo sapiens,SRR6053328
PRJNA408071,PRJNA408071,Homo sapiens,SRR6053329
PRJNA408071,PRJNA408071,Homo sapiens,SRR6053333
PRJNA408071,PRJNA408071,Homo sapiens,SRR6053334
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990809
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990810
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990811
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990815
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990816
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990817
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990821
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990822
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990823
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990827
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990828
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990829
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990833
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990834
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990835
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990839
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990840
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990841
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990843
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990845
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990847
PRJNA401882,PRJNA401882,Homo sapiens,SRR5990849
PRJNA398585,PRJNA398585,Homo sapiens,SRR5937640
PRJNA398585,PRJNA398585,Homo sapiens,SRR5937641
PRJNA398585,PRJNA398585,Homo sapiens,SRR5937642
PRJNA398585,PRJNA398585,Homo sapiens,SRR5937643
PRJNA398585,PRJNA398585,Homo sapiens,SRR5937644
PRJNA398585,PRJNA398585,Homo sapiens,SRR5937645
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906459
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906460
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906461
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906462
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906463
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906464
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906465
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906466
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906467
PRJNA397422,PRJNA397422,Homo sapiens,SRR5906468
PRJNA396456,PRJNA396456,Homo sapiens,SRR5882586
PRJNA395384,PRJNA395384,Homo sapiens,SRR5859396
PRJNA395384,PRJNA395384,Homo sapiens,SRR5859397
PRJNA395384,PRJNA395384,Homo sapiens,SRR5859398
PRJNA395384,PRJNA395384,Homo sapiens,SRR5859399
PRJNA395384,PRJNA395384,Homo sapiens,SRR5859408
PRJNA395384,PRJNA395384,Homo sapiens,SRR5859409
PRJNA395384,PRJNA395384,Homo sapiens,SRR5859410
PRJNA395384,PRJNA395384,Homo sapiens,SRR5859411
PRJNA381596,PRJNA381596,Homo sapiens,SRR5413155
PRJNA381596,PRJNA381596,Homo sapiens,SRR5413156
PRJNA381596,PRJNA381596,Homo sapiens,SRR5413157
PRJNA381596,PRJNA381596,Homo sapiens,SRR5413158
PRJNA380795,PRJNA380795,Homo sapiens,SRR5382420
PRJNA380795,PRJNA380795,Homo sapiens,SRR5382421
PRJNA380795,PRJNA380795,Homo sapiens,SRR5382422
PRJNA380795,PRJNA380795,Homo sapiens,SRR5382423
PRJNA380795,PRJNA380795,Homo sapiens,SRR5382424
PRJNA369756,PRJNA369756,Homo sapiens,SRR5227448
PRJNA369756,PRJNA369756,Homo sapiens,SRR5227449
PRJNA369756,PRJNA369756,Homo sapiens,SRR6327777
PRJNA360112,PRJNA360112,Homo sapiens,SRR5144785
PRJNA360112,PRJNA360112,Homo sapiens,SRR5144786
PRJNA360112,PRJNA360112,Homo sapiens,SRR5144787
PRJNA360112,PRJNA360112,Homo sapiens,SRR5144788
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137678
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137679
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137680
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137681
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137682
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137683
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137684
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137685
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137686
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137687
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137688
PRJNA359690,PRJNA359690,Homo sapiens,SRR5137689
PRJNA354729,PRJNA354729,Homo sapiens,SRR10103857
PRJNA354729,PRJNA354729,Homo sapiens,SRR10103858
PRJNA354729,PRJNA354729,Homo sapiens,SRR10103859
PRJNA354729,PRJNA354729,Homo sapiens,SRR10103860
PRJNA353260,PRJNA353260,Homo sapiens,SRR5013257
PRJNA353260,PRJNA353260,Homo sapiens,SRR5013258
PRJNA353260,PRJNA353260,Homo sapiens,SRR5013260
PRJNA350543,PRJNA350543,Homo sapiens,SRR4450327
PRJNA350543,PRJNA350543,Homo sapiens,SRR4450328
PRJNA350543,PRJNA350543,Homo sapiens,SRR4450329
PRJNA350543,PRJNA350543,Homo sapiens,SRR4450330
PRJNA350543,PRJNA350543,Homo sapiens,SRR4450331
PRJNA350543,PRJNA350543,Homo sapiens,SRR4450332
PRJNA344393,PRJNA344393,Homo sapiens,SRR4293693
PRJNA344393,PRJNA344393,Homo sapiens,SRR4293694
PRJNA344393,PRJNA344393,Homo sapiens,SRR4293695
PRJNA344393,PRJNA344393,Homo sapiens,SRR4293696
PRJNA318051,PRJNA318051,Homo sapiens,SRR3356523
PRJNA318051,PRJNA318051,Homo sapiens,SRR3356527
PRJNA318051,PRJNA318051,Homo sapiens,SRR3356528
PRJNA316125,PRJNA316125,Homo sapiens,SRR3286543
PRJNA316125,PRJNA316125,Homo sapiens,SRR3286544
PRJNA316125,PRJNA316125,Homo sapiens,SRR3286545
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208864
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208865
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208866
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208867
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208868
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208869
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208870
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208871
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208872
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208873
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208874
PRJNA314508,PRJNA314508,Homo sapiens,SRR3208875
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208881
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208882
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208885
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208886
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208889
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208890
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208893
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208894
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208897
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208898
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208901
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208902
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208905
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208906
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208909
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208910
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208913
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208914
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208917
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208918
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208921
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208922
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208925
PRJNA314507,PRJNA314507,Homo sapiens,SRR3208926
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873530
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873531
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873532
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873533
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873534
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873535
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873536
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873537
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873538
PRJNA300627,PRJNA300627,Homo sapiens,SRR2873539
PRJNA299827,PRJNA299827,Homo sapiens,SRR2818787
PRJNA299827,PRJNA299827,Homo sapiens,SRR2818789
PRJNA299827,PRJNA299827,Homo sapiens,SRR2818791
PRJNA299254,PRJNA299254,Homo sapiens,SRR2732970
PRJNA299254,PRJNA299254,Homo sapiens,SRR2733100
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536838
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536839
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536840
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536841
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536842
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536843
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536844
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536845
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536846
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536856
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536857
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536858
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536859
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536860
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536861
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536862
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536863
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536864
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536865
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536866
PRJNA297338,PRJNA297338,Homo sapiens,SRR2536867
PRJNA292112,PRJNA292112,Homo sapiens,SRR5512735
PRJNA292112,PRJNA292112,Homo sapiens,SRR5512736
PRJNA292112,PRJNA292112,Homo sapiens,SRR5512737
PRJNA292112,PRJNA292112,Homo sapiens,SRR5512738
PRJNA292020,PRJNA292020,Homo sapiens,SRR2146889
PRJNA292020,PRJNA292020,Homo sapiens,SRR2146890
PRJNA292020,PRJNA292020,Homo sapiens,SRR2146891
PRJNA292020,PRJNA292020,Homo sapiens,SRR2146892
PRJNA292020,PRJNA292020,Homo sapiens,SRR2146893
PRJNA292020,PRJNA292020,Homo sapiens,SRR2146894
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096964
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096965
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096966
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096967
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096968
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096969
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096970
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096971
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096972
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096973
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096974
PRJNA289569,PRJNA289569,Homo sapiens,SRR2096975
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075925
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075926
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075927
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075928
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075929
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075935
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075936
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075937
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075938
PRJNA287879,PRJNA287879,Homo sapiens,SRR2075939
PRJNA287138,PRJNA287138,Homo sapiens,SRR2064443
PRJNA287138,PRJNA287138,Homo sapiens,SRR2064444
PRJNA287138,PRJNA287138,Homo sapiens,SRR2064445
PRJNA287138,PRJNA287138,Homo sapiens,SRR2064446
PRJNA287138,PRJNA287138,Homo sapiens,SRR2064447
PRJNA287138,PRJNA287138,Homo sapiens,SRR2064448
PRJNA287137,PRJNA287137,Homo sapiens,SRR2064449
PRJNA287137,PRJNA287137,Homo sapiens,SRR2064450
PRJNA287137,PRJNA287137,Homo sapiens,SRR2064451
PRJNA287137,PRJNA287137,Homo sapiens,SRR2064452
PRJNA287137,PRJNA287137,Homo sapiens,SRR2064453
PRJNA287137,PRJNA287137,Homo sapiens,SRR2064454
PRJNA287137,PRJNA287137,Homo sapiens,SRR2064455
PRJNA287137,PRJNA287137,Homo sapiens,SRR2064456
PRJNA287136,PRJNA287136,Homo sapiens,SRR2064437
PRJNA287136,PRJNA287136,Homo sapiens,SRR2064438
PRJNA287136,PRJNA287136,Homo sapiens,SRR2064439
PRJNA287136,PRJNA287136,Homo sapiens,SRR2064440
PRJNA287136,PRJNA287136,Homo sapiens,SRR2064441
PRJNA287136,PRJNA287136,Homo sapiens,SRR2064442
PRJNA287112,PRJNA287112,Homo sapiens,SRR2064017
PRJNA287112,PRJNA287112,Homo sapiens,SRR2064018
PRJNA287112,PRJNA287112,Homo sapiens,SRR2064019
PRJNA287112,PRJNA287112,Homo sapiens,SRR2064020
PRJNA287112,PRJNA287112,Homo sapiens,SRR2064021
PRJNA287112,PRJNA287112,Homo sapiens,SRR2064022
PRJNA287112,PRJNA287112,Homo sapiens,SRR2064023
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052911
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052912
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052913
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052914
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052915
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052916
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052917
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052918
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052919
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052920
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052921
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052922
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052923
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052924
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052925
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052926
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052927
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052928
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052929
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052930
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052931
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052932
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052933
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052934
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052935
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052936
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052937
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052938
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052939
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052940
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052941
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052942
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052943
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052944
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052945
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052946
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052947
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052948
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052949
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052950
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052951
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052952
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052953
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052954
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052955
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052956
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052957
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052958
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052983
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052984
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052985
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052986
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052987
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052988
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052989
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052990
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052991
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052992
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052993
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052994
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052995
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052996
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052997
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052998
PRJNA285961,PRJNA285961,Homo sapiens,SRR2052999
PRJNA285961,PRJNA285961,Homo sapiens,SRR2053000
PRJNA285961,PRJNA285961,Homo sapiens,SRR2053001
PRJNA285961,PRJNA285961,Homo sapiens,SRR2053002
PRJNA285961,PRJNA285961,Homo sapiens,SRR2053003
PRJNA285961,PRJNA285961,Homo sapiens,SRR2053004
PRJNA284399,PRJNA284399,Homo sapiens,SRR2033088
PRJNA284399,PRJNA284399,Homo sapiens,SRR2033089
PRJNA284399,PRJNA284399,Homo sapiens,SRR2033090
PRJNA284399,PRJNA284399,Homo sapiens,SRR2033091
PRJNA284399,PRJNA284399,Homo sapiens,SRR2033092
PRJNA284399,PRJNA284399,Homo sapiens,SRR2033093
PRJNA281177,PRJNA281177,Homo sapiens,SRR1976443
PRJNA281177,PRJNA281177,Homo sapiens,SRR1976444
PRJNA281177,PRJNA281177,Homo sapiens,SRR1976445
PRJNA281177,PRJNA281177,Homo sapiens,SRR1976446
PRJNA281177,PRJNA281177,Homo sapiens,SRR1976447
PRJNA281177,PRJNA281177,Homo sapiens,SRR1976448
PRJNA278390,PRJNA278390,Homo sapiens,SRR1916542
PRJNA278390,PRJNA278390,Homo sapiens,SRR1916543
PRJNA278390,PRJNA278390,Homo sapiens,SRR1916544
PRJNA278390,PRJNA278390,Homo sapiens,SRR1916545
