ribocrypt_id,BioProject,Organism,Run
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1223698
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1223699
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288391
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288392
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288393
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288394
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288395
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288396
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288400
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288401
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288402
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288403
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288404
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015436
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015437
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015438
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015439
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015440
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015441
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1654492
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1654493
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1654494
GSE76117,PRJNA306259,Saccharomyces cerevisiae,SRR3029398
GSE76117,PRJNA306259,Saccharomyces cerevisiae,SRR3029399
GSE76117,PRJNA306259,Saccharomyces cerevisiae,SRR3029400
GSE76117,PRJNA306259,Saccharomyces cerevisiae,SRR3029401
GSE76117,PRJNA306259,Saccharomyces cerevisiae,SRR3029402
GSE76117,PRJNA306259,Saccharomyces cerevisiae,SRR3029403
GSE52119,PRJNA213844,Saccharomyces cerevisiae,SRR948553
GSE52119,PRJNA213844,Saccharomyces cerevisiae,SRR948555
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046309
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046310
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046311
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046312
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046313
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046314
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046315
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046316
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046317
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046318
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046319
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046320
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493886
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493887
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493890
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493891
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493894
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493895
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493898
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493900
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493902
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493903
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035008
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035009
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035010
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035014
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035015
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035016
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035020
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035021
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035022
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035026
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035027
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035028
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766382
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766383
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766384
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766385
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766386
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766387
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766388
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766389
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766390
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766391
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766392
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766393
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766394
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766395
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766396
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766397
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766398
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766399
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766400
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766401
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766402
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766403
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766404
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766405
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766406
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766407
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766408
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766409
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766410
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766411
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766412
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766413
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766414
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766415
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766416
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766417
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766418
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766419
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766420
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766421
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766422
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766423
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766424
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766425
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766426
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766427
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766428
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766429
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766430
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766431
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766432
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766433
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766434
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766435
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766436
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766437
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766438
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766439
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766440
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766441
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766442
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766443
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766444
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766445
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766446
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766447
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766448
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766449
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766450
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766451
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766452
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766453
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766454
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766455
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766456
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766457
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766458
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766459
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766460
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766461
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766462
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766463
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766464
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766465
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766466
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766467
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766468
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766469
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766470
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766471
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766472
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766473
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766474
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766475
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766476
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766477
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766478
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766479
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766480
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766481
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766482
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766483
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766484
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766485
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766486
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766487
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766488
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766489
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766490
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766491
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766492
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766493
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766494
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766495
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766496
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766497
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766498
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766499
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766500
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766501
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766502
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766503
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766504
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766505
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766506
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766507
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766508
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075747
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075748
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075749
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075750
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075751
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075752
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520311
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520312
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520313
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520314
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520315
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520316
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520317
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520318
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520319
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520320
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520321
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520322
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520323
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520324
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520325
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520326
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520327
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520328
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520329
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520330
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520331
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520332
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520333
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343385
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343386
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343387
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343388
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343389
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343397
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343398
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343399
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343405
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343406
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343407
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050168
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050170
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050171
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050178
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050179
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050180
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258539
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258540
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258541
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258542
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258543
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258544
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590722
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590723
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590724
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590725
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590726
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590727
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590728
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590729
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590730
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590731
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590732
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590733
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590734
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590735
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590736
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590737
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590738
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590739
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590740
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590741
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590742
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590743
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590744
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590745
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590746
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590747
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590748
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590749
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590750
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590751
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590752
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590753
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296795
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296796
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296797
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296798
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296799
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296800
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296801
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296802
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296803
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296804
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296805
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296806
PRJNA289465,PRJNA289465,Saccharomyces cerevisiae,SRR2095052
PRJNA289465,PRJNA289465,Saccharomyces cerevisiae,SRR2095059
PRJNA289465,PRJNA289465,Saccharomyces cerevisiae,SRR2095064
GSE41246,PRJNA176310,Mus musculus,SRR578265
GSE41246,PRJNA176310,Mus musculus,SRR578267
GSE68265,PRJNA282960,Mus musculus,SRR2007064
GSE68265,PRJNA282960,Mus musculus,SRR2007065
GSE68265,PRJNA282960,Mus musculus,SRR2007066
GSE68265,PRJNA282960,Mus musculus,SRR2007067
GSE68265,PRJNA282960,Mus musculus,SRR2007068
GSE68265,PRJNA282960,Mus musculus,SRR2007069
GSE68265,PRJNA282960,Mus musculus,SRR2007070
GSE68265,PRJNA282960,Mus musculus,SRR2007071
GSE68265,PRJNA282960,Mus musculus,SRR2007072
GSE68265,PRJNA282960,Mus musculus,SRR2007073
GSE68265,PRJNA282960,Mus musculus,SRR2007074
GSE68265,PRJNA282960,Mus musculus,SRR2007075
GSE68265,PRJNA282960,Mus musculus,SRR2007076
GSE68265,PRJNA282960,Mus musculus,SRR2007077
GSE68265,PRJNA282960,Mus musculus,SRR2007078
GSE68265,PRJNA282960,Mus musculus,SRR2007079
GSE68265,PRJNA282960,Mus musculus,SRR2007080
GSE68265,PRJNA282960,Mus musculus,SRR2007081
GSE68265,PRJNA282960,Mus musculus,SRR2007082
GSE68265,PRJNA282960,Mus musculus,SRR2007083
GSE68265,PRJNA282960,Mus musculus,SRR2007084
GSE68265,PRJNA282960,Mus musculus,SRR2007085
GSE68265,PRJNA282960,Mus musculus,SRR2007086
GSE68265,PRJNA282960,Mus musculus,SRR2007087
GSE68265,PRJNA282960,Mus musculus,SRR2007088
GSE68265,PRJNA282960,Mus musculus,SRR2007089
GSE68265,PRJNA282960,Mus musculus,SRR2007090
GSE68265,PRJNA282960,Mus musculus,SRR2007091
GSE68265,PRJNA282960,Mus musculus,SRR2007092
GSE68265,PRJNA282960,Mus musculus,SRR2007093
GSE68265,PRJNA282960,Mus musculus,SRR2007094
GSE68265,PRJNA282960,Mus musculus,SRR2007095
GSE68265,PRJNA282960,Mus musculus,SRR2007096
GSE68265,PRJNA282960,Mus musculus,SRR2007097
GSE68265,PRJNA282960,Mus musculus,SRR2007098
GSE68265,PRJNA282960,Mus musculus,SRR2007099
GSE68265,PRJNA282960,Mus musculus,SRR2007100
GSE68265,PRJNA282960,Mus musculus,SRR2007101
GSE68265,PRJNA282960,Mus musculus,SRR2007102
GSE68265,PRJNA282960,Mus musculus,SRR2007103
GSE68265,PRJNA282960,Mus musculus,SRR2007769
GSE68265,PRJNA282960,Mus musculus,SRR2007770
GSE68265,PRJNA282960,Mus musculus,SRR2007771
GSE68265,PRJNA282960,Mus musculus,SRR2007772
GSE68265,PRJNA282960,Mus musculus,SRR2007773
GSE68265,PRJNA282960,Mus musculus,SRR2007774
GSE68265,PRJNA282960,Mus musculus,SRR2007775
GSE68265,PRJNA282960,Mus musculus,SRR2007776
GSE68265,PRJNA282960,Mus musculus,SRR2007777
GSE68265,PRJNA282960,Mus musculus,SRR2007778
GSE68265,PRJNA282960,Mus musculus,SRR2007779
GSE68265,PRJNA282960,Mus musculus,SRR2007780
GSE68265,PRJNA282960,Mus musculus,SRR2007781
GSE68265,PRJNA282960,Mus musculus,SRR2007782
GSE68265,PRJNA282960,Mus musculus,SRR2007783
GSE68265,PRJNA282960,Mus musculus,SRR2007784
GSE68265,PRJNA282960,Mus musculus,SRR2007785
GSE68265,PRJNA282960,Mus musculus,SRR2007786
GSE68265,PRJNA282960,Mus musculus,SRR2007787
GSE68265,PRJNA282960,Mus musculus,SRR2007788
GSE80156,PRJNA318051,Mus musculus,SRR3356524
GSE74683,PRJNA301154,Mus musculus,SRR2927426
GSE74683,PRJNA301154,Mus musculus,SRR2927427
GSE74683,PRJNA301154,Mus musculus,SRR2927428
GSE74683,PRJNA301154,Mus musculus,SRR2927429
GSE74139,PRJNA299160,Mus musculus,SRR2724708
GSE74139,PRJNA299160,Mus musculus,SRR2724709
GSE74139,PRJNA299160,Mus musculus,SRR2724710
GSE74139,PRJNA299160,Mus musculus,SRR2724711
GSE74139,PRJNA299160,Mus musculus,SRR2724712
GSE74139,PRJNA299160,Mus musculus,SRR2724713
GSE74139,PRJNA299160,Mus musculus,SRR2724714
GSE74139,PRJNA299160,Mus musculus,SRR2724715
GSE74139,PRJNA299160,Mus musculus,SRR2724716
GSE74139,PRJNA299160,Mus musculus,SRR2724717
GSE74139,PRJNA299160,Mus musculus,SRR2724718
GSE74139,PRJNA299160,Mus musculus,SRR2724719
GSE74139,PRJNA299160,Mus musculus,SRR2724720
GSE74139,PRJNA299160,Mus musculus,SRR2724721
GSE74139,PRJNA299160,Mus musculus,SRR2724722
GSE74139,PRJNA299160,Mus musculus,SRR2724723
GSE74139,PRJNA299160,Mus musculus,SRR2724724
GSE74139,PRJNA299160,Mus musculus,SRR2724725
GSE74139,PRJNA299160,Mus musculus,SRR2724726
GSE74139,PRJNA299160,Mus musculus,SRR2724727
GSE74139,PRJNA299160,Mus musculus,SRR2724728
GSE74139,PRJNA299160,Mus musculus,SRR2724729
GSE74139,PRJNA299160,Mus musculus,SRR2724730
GSE74139,PRJNA299160,Mus musculus,SRR2724731
GSE74139,PRJNA299160,Mus musculus,SRR2724732
GSE74139,PRJNA299160,Mus musculus,SRR2724733
GSE74139,PRJNA299160,Mus musculus,SRR2724734
GSE74139,PRJNA299160,Mus musculus,SRR2724735
GSE74139,PRJNA299160,Mus musculus,SRR2724736
GSE74139,PRJNA299160,Mus musculus,SRR2724737
GSE74139,PRJNA299160,Mus musculus,SRR2724738
GSE74139,PRJNA299160,Mus musculus,SRR2724739
GSE74139,PRJNA299160,Mus musculus,SRR2724740
GSE74139,PRJNA299160,Mus musculus,SRR2724741
GSE74139,PRJNA299160,Mus musculus,SRR2724742
GSE74139,PRJNA299160,Mus musculus,SRR2724743
GSE74139,PRJNA299160,Mus musculus,SRR2724744
GSE36892,PRJNA157105,Mus musculus,SRR449467
GSE36892,PRJNA157105,Mus musculus,SRR449468
GSE36892,PRJNA157105,Mus musculus,SRR449471
GSE36892,PRJNA157105,Mus musculus,SRR449472
GSE36892,PRJNA157105,Mus musculus,SRR449475
GSE36892,PRJNA157105,Mus musculus,SRR449476
GSE36892,PRJNA157105,Mus musculus,SRR449477
GSE36892,PRJNA157105,Mus musculus,SRR449478
GSE94385,PRJNA369542,Mus musculus,SRR5223059
GSE94385,PRJNA369542,Mus musculus,SRR5223060
GSE94385,PRJNA369542,Mus musculus,SRR5223061
GSE94385,PRJNA369542,Mus musculus,SRR5223062
PRJEB7207,PRJEB7207,Mus musculus,ERR595899
PRJEB7207,PRJEB7207,Mus musculus,ERR595900
PRJEB7207,PRJEB7207,Mus musculus,ERR595901
PRJEB7207,PRJEB7207,Mus musculus,ERR595902
PRJEB7207,PRJEB7207,Mus musculus,ERR595903
PRJEB7207,PRJEB7207,Mus musculus,ERR595904
PRJEB7207,PRJEB7207,Mus musculus,ERR595905
